granule_id,us_url,time_start,time_end,product,location,split,granuleSize
S5P_RPRO_L2__NO2____20210307T195324_20210307T213455_17613_03_020400_20221107T145358.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/068/S5P_RPRO_L2__NO2____20210309T191534_20210309T205705_17641_03_020400_20221107T150954.nc,2021-03-07T20:14:59Z,2021-03-07T21:13:22Z,tropomi,la,train,599937584
S5P_RPRO_L2__NO2____20210306T201219_20210306T215350_17599_03_020400_20221107T144601.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/067/S5P_RPRO_L2__NO2____20210308T193429_20210308T211600_17627_03_020400_20221107T150200.nc,2021-03-06T20:33:54Z,2021-03-06T21:26:10Z,tropomi,la,train,573245825
S5P_RPRO_L2__NO2____20210305T203115_20210305T221245_17585_03_020400_20221108T061208.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/066/S5P_RPRO_L2__NO2____20210307T195324_20210307T213455_17613_03_020400_20221107T145358.nc,2021-03-05T20:52:49Z,2021-03-05T21:51:13Z,tropomi,la,train,598236160
S5P_RPRO_L2__NO2____20210305T184944_20210305T203115_17584_03_020400_20221108T061207.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/065/S5P_RPRO_L2__NO2____20210306T201219_20210306T215350_17599_03_020400_20221107T144601.nc,2021-03-05T19:11:19Z,2021-03-05T20:09:42Z,tropomi,la,train,598811882
S5P_RPRO_L2__NO2____20210304T205010_20210304T223140_17571_03_020400_20221107T144532.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/064/S5P_RPRO_L2__NO2____20210305T203115_20210305T221245_17585_03_020400_20221108T061208.nc,2021-03-04T21:11:44Z,2021-03-04T22:10:08Z,tropomi,la,train,596679842
S5P_RPRO_L2__NO2____20210304T190839_20210304T205010_17570_03_020400_20221107T144530.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/064/S5P_RPRO_L2__NO2____20210305T184944_20210305T203115_17584_03_020400_20221108T061207.nc,2021-03-04T19:30:14Z,2021-03-04T20:28:37Z,tropomi,la,train,596874892
S5P_RPRO_L2__NO2____20210303T192734_20210303T210905_17556_03_020400_20221107T144507.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/063/S5P_RPRO_L2__NO2____20210304T205010_20210304T223140_17571_03_020400_20221107T144532.nc,2021-03-03T19:49:09Z,2021-03-03T20:47:32Z,tropomi,la,train,597806016
S5P_RPRO_L2__NO2____20210302T194629_20210302T212800_17542_03_020400_20221107T142149.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/063/S5P_RPRO_L2__NO2____20210304T190839_20210304T205010_17570_03_020400_20221107T144530.nc,2021-03-02T20:08:04Z,2021-03-02T21:06:28Z,tropomi,la,train,596028822
S5P_RPRO_L2__NO2____20210301T200525_20210301T214655_17528_03_020400_20221107T141346.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/062/S5P_RPRO_L2__NO2____20210303T192734_20210303T210905_17556_03_020400_20221107T144507.nc,2021-03-01T20:26:59Z,2021-03-01T21:25:23Z,tropomi,la,train,596672852
S5P_RPRO_L2__NO2____20210228T202420_20210228T220550_17514_03_020400_20221107T141327.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/061/S5P_RPRO_L2__NO2____20210302T194629_20210302T212800_17542_03_020400_20221107T142149.nc,2021-02-28T20:45:54Z,2021-02-28T21:44:18Z,tropomi,la,train,596317124
S5P_RPRO_L2__NO2____20210227T204315_20210227T222445_17500_03_020400_20221107T141307.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/060/S5P_RPRO_L2__NO2____20210301T200525_20210301T214655_17528_03_020400_20221107T141346.nc,2021-02-27T21:04:49Z,2021-02-27T22:03:13Z,tropomi,la,train,596053717
S5P_RPRO_L2__NO2____20210227T190145_20210227T204315_17499_03_020400_20221107T141305.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/059/S5P_RPRO_L2__NO2____20210228T202420_20210228T220550_17514_03_020400_20221107T141327.nc,2021-02-27T19:23:19Z,2021-02-27T20:21:43Z,tropomi,la,train,597247191
S5P_RPRO_L2__NO2____20210226T192040_20210226T210210_17485_03_020400_20221106T123840.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/058/S5P_RPRO_L2__NO2____20210227T204315_20210227T222445_17500_03_020400_20221107T141307.nc,2021-02-26T19:42:14Z,2021-02-26T20:40:38Z,tropomi,la,train,596714905
S5P_RPRO_L2__NO2____20210225T193935_20210225T212105_17471_03_020400_20221107T134941.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/058/S5P_RPRO_L2__NO2____20210227T190145_20210227T204315_17499_03_020400_20221107T141305.nc,2021-02-25T20:01:09Z,2021-02-25T20:59:33Z,tropomi,la,train,596057733
S5P_RPRO_L2__NO2____20210224T195830_20210224T214001_17457_03_020400_20221107T134140.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/057/S5P_RPRO_L2__NO2____20210226T192040_20210226T210210_17485_03_020400_20221106T123840.nc,2021-02-24T20:20:05Z,2021-02-24T21:18:28Z,tropomi,la,train,597192355
S5P_RPRO_L2__NO2____20210223T201726_20210223T215856_17443_03_020400_20221107T134120.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/056/S5P_RPRO_L2__NO2____20210225T193935_20210225T212105_17471_03_020400_20221107T134941.nc,2021-02-23T20:39:00Z,2021-02-23T21:31:17Z,tropomi,la,train,570636001
S5P_RPRO_L2__NO2____20210222T203621_20210222T221752_17429_03_020400_20221107T134059.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/055/S5P_RPRO_L2__NO2____20210224T195830_20210224T214001_17457_03_020400_20221107T134140.nc,2021-02-22T20:57:55Z,2021-02-22T21:56:19Z,tropomi,la,train,596533509
S5P_RPRO_L2__NO2____20210222T185451_20210222T203621_17428_03_020400_20221107T133339.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/054/S5P_RPRO_L2__NO2____20210223T201726_20210223T215856_17443_03_020400_20221107T134120.nc,2021-02-22T19:16:25Z,2021-02-22T20:08:42Z,tropomi,la,train,571193391
S5P_RPRO_L2__NO2____20210221T205517_20210221T223647_17415_03_020400_20221107T131748.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/053/S5P_RPRO_L2__NO2____20210222T203621_20210222T221752_17429_03_020400_20221107T134059.nc,2021-02-21T21:16:51Z,2021-02-21T22:15:15Z,tropomi,la,train,596312182
S5P_RPRO_L2__NO2____20210221T191346_20210221T205517_17414_03_020400_20221107T131746.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/053/S5P_RPRO_L2__NO2____20210222T185451_20210222T203621_17428_03_020400_20221107T133339.nc,2021-02-21T19:35:21Z,2021-02-21T20:33:44Z,tropomi,la,train,594650048
S5P_RPRO_L2__NO2____20210220T193242_20210220T211412_17400_03_020400_20221107T130943.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/052/S5P_RPRO_L2__NO2____20210221T205517_20210221T223647_17415_03_020400_20221107T131748.nc,2021-02-20T19:54:15Z,2021-02-20T20:52:40Z,tropomi,la,train,596688034
S5P_RPRO_L2__NO2____20210219T195137_20210219T213308_17386_03_020400_20221107T130923.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/052/S5P_RPRO_L2__NO2____20210221T191346_20210221T205517_17414_03_020400_20221107T131746.nc,2021-02-19T20:13:11Z,2021-02-19T21:11:35Z,tropomi,la,train,594172057
S5P_RPRO_L2__NO2____20210218T201033_20210218T215203_17372_03_020400_20221107T130903.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/051/S5P_RPRO_L2__NO2____20210220T193242_20210220T211412_17400_03_020400_20221107T130943.nc,2021-02-18T20:32:08Z,2021-02-18T21:30:31Z,tropomi,la,train,593835472
S5P_RPRO_L2__NO2____20210217T202929_20210217T221059_17358_03_020400_20221107T125332.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/050/S5P_RPRO_L2__NO2____20210219T195137_20210219T213308_17386_03_020400_20221107T130923.nc,2021-02-17T20:51:03Z,2021-02-17T21:49:27Z,tropomi,la,train,595405971
S5P_RPRO_L2__NO2____20210217T184758_20210217T202929_17357_03_020400_20221107T124548.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/049/S5P_RPRO_L2__NO2____20210218T201033_20210218T215203_17372_03_020400_20221107T130903.nc,2021-02-17T19:09:32Z,2021-02-17T20:07:56Z,tropomi,la,train,599760150
S5P_RPRO_L2__NO2____20210216T204824_20210216T222955_17344_03_020400_20221107T123744.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/048/S5P_RPRO_L2__NO2____20210217T202929_20210217T221059_17358_03_020400_20221107T125332.nc,2021-02-16T21:09:59Z,2021-02-16T22:08:22Z,tropomi,la,train,599768922
S5P_RPRO_L2__NO2____20210216T190654_20210216T204824_17343_03_020400_20221107T123742.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/048/S5P_RPRO_L2__NO2____20210217T184758_20210217T202929_17357_03_020400_20221107T124548.nc,2021-02-16T19:28:28Z,2021-02-16T20:26:52Z,tropomi,la,train,597686545
S5P_RPRO_L2__NO2____20210215T192550_20210215T210720_17329_03_020400_20221107T123722.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/047/S5P_RPRO_L2__NO2____20210216T204824_20210216T222955_17344_03_020400_20221107T123744.nc,2021-02-15T19:47:24Z,2021-02-15T20:45:48Z,tropomi,la,train,601951687
S5P_RPRO_L2__NO2____20210214T194446_20210214T212616_17315_03_020400_20221107T123702.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/047/S5P_RPRO_L2__NO2____20210216T190654_20210216T204824_17343_03_020400_20221107T123742.nc,2021-02-14T20:06:20Z,2021-02-14T21:04:44Z,tropomi,la,train,598879143
S5P_RPRO_L2__NO2____20210213T200341_20210213T214512_17301_03_020400_20221107T122134.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/046/S5P_RPRO_L2__NO2____20210215T192550_20210215T210720_17329_03_020400_20221107T123722.nc,2021-02-13T20:25:16Z,2021-02-13T21:23:39Z,tropomi,la,train,599166754
S5P_RPRO_L2__NO2____20210212T202237_20210212T220408_17287_03_020400_20221107T120540.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/045/S5P_RPRO_L2__NO2____20210214T194446_20210214T212616_17315_03_020400_20221107T123702.nc,2021-02-12T20:44:11Z,2021-02-12T21:42:36Z,tropomi,la,train,600880036
S5P_RPRO_L2__NO2____20210211T204133_20210211T222304_17273_03_020400_20221107T120520.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/044/S5P_RPRO_L2__NO2____20210213T200341_20210213T214512_17301_03_020400_20221107T122134.nc,2021-02-11T21:03:07Z,2021-02-11T22:01:32Z,tropomi,la,train,597720243
S5P_RPRO_L2__NO2____20210211T190003_20210211T204133_17272_03_020400_20221107T120518.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/043/S5P_RPRO_L2__NO2____20210212T202237_20210212T220408_17287_03_020400_20221107T120540.nc,2021-02-11T19:21:37Z,2021-02-11T20:20:01Z,tropomi,la,train,597874722
S5P_RPRO_L2__NO2____20210210T191859_20210210T210029_17258_03_020400_20221107T120459.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/042/S5P_RPRO_L2__NO2____20210211T204133_20210211T222304_17273_03_020400_20221107T120520.nc,2021-02-10T19:40:33Z,2021-02-10T20:38:57Z,tropomi,la,train,599303524
S5P_RPRO_L2__NO2____20210209T193755_20210209T211926_17244_03_020400_20221107T115717.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/042/S5P_RPRO_L2__NO2____20210211T190003_20210211T204133_17272_03_020400_20221107T120518.nc,2021-02-09T19:59:30Z,2021-02-09T20:57:53Z,tropomi,la,train,597579981
S5P_RPRO_L2__NO2____20210208T195651_20210208T213822_17230_03_020400_20221107T114134.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/041/S5P_RPRO_L2__NO2____20210210T191859_20210210T210029_17258_03_020400_20221107T120459.nc,2021-02-08T20:18:26Z,2021-02-08T21:16:49Z,tropomi,la,train,596019259
S5P_RPRO_L2__NO2____20210207T201548_20210207T215718_17216_03_020400_20221106T110202.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/040/S5P_RPRO_L2__NO2____20210209T193755_20210209T211926_17244_03_020400_20221107T115717.nc,2021-02-07T20:37:22Z,2021-02-07T21:35:46Z,tropomi,la,train,595808019
S5P_RPRO_L2__NO2____20210206T203444_20210206T221614_17202_03_020400_20221106T103812.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/039/S5P_RPRO_L2__NO2____20210208T195651_20210208T213822_17230_03_020400_20221107T114134.nc,2021-02-06T20:56:18Z,2021-02-06T21:54:42Z,tropomi,la,train,595135746
S5P_RPRO_L2__NO2____20210206T185314_20210206T203444_17201_03_020400_20221106T103810.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/038/S5P_RPRO_L2__NO2____20210207T201548_20210207T215718_17216_03_020400_20221106T110202.nc,2021-02-06T19:14:48Z,2021-02-06T20:13:12Z,tropomi,la,train,593808057
S5P_RPRO_L2__NO2____20210205T205341_20210205T223511_17188_03_020400_20221106T103010.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/037/S5P_RPRO_L2__NO2____20210206T203444_20210206T221614_17202_03_020400_20221106T103812.nc,2021-02-05T21:15:15Z,2021-02-05T22:07:32Z,tropomi,la,train,571140878
S5P_RPRO_L2__NO2____20210205T191210_20210205T205341_17187_03_020400_20221107T113323.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/037/S5P_RPRO_L2__NO2____20210206T185314_20210206T203444_17201_03_020400_20221106T103810.nc,2021-02-05T19:33:45Z,2021-02-05T20:32:08Z,tropomi,la,train,593659641
S5P_RPRO_L2__NO2____20210204T193107_20210204T211237_17173_03_020400_20221107T113314.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/036/S5P_RPRO_L2__NO2____20210205T205341_20210205T223511_17188_03_020400_20221106T103010.nc,2021-02-04T19:52:41Z,2021-02-04T20:44:58Z,tropomi,la,train,567212968
S5P_RPRO_L2__NO2____20210203T195003_20210203T213134_17159_03_020400_20221106T102136.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/036/S5P_RPRO_L2__NO2____20210205T191210_20210205T205341_17187_03_020400_20221107T113323.nc,2021-02-03T20:11:38Z,2021-02-03T21:10:02Z,tropomi,la,train,600638610
S5P_RPRO_L2__NO2____20210202T200900_20210202T215030_17145_03_020400_20221107T113303.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/035/S5P_RPRO_L2__NO2____20210204T193107_20210204T211237_17173_03_020400_20221107T113314.nc,2021-02-02T20:30:34Z,2021-02-02T21:28:58Z,tropomi,la,train,598894848
S5P_RPRO_L2__NO2____20210201T202757_20210201T220927_17131_03_020400_20221107T113243.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/034/S5P_RPRO_L2__NO2____20210203T195003_20210203T213134_17159_03_020400_20221106T102136.nc,2021-02-01T20:49:32Z,2021-02-01T21:47:55Z,tropomi,la,train,598344482
S5P_RPRO_L2__NO2____20210201T184627_20210201T202757_17130_03_020400_20221107T113242.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/033/S5P_RPRO_L2__NO2____20210202T200900_20210202T215030_17145_03_020400_20221107T113303.nc,2021-02-01T19:08:01Z,2021-02-01T20:06:25Z,tropomi,la,train,596510266
S5P_RPRO_L2__NO2____20210131T204654_20210131T222824_17117_03_020400_20221107T111720.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/032/S5P_RPRO_L2__NO2____20210201T202757_20210201T220927_17131_03_020400_20221107T113243.nc,2021-01-31T21:08:28Z,2021-01-31T22:06:52Z,tropomi,la,train,600686642
S5P_RPRO_L2__NO2____20210131T190523_20210131T204654_17116_03_020400_20221107T111718.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/032/S5P_RPRO_L2__NO2____20210201T184627_20210201T202757_17130_03_020400_20221107T113242.nc,2021-01-31T19:26:58Z,2021-01-31T20:25:21Z,tropomi,la,train,596192473
S5P_RPRO_L2__NO2____20210130T192420_20210130T210551_17102_03_020400_20221107T110910.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/031/S5P_RPRO_L2__NO2____20210131T204654_20210131T222824_17117_03_020400_20221107T111720.nc,2021-01-30T19:45:55Z,2021-01-30T20:44:18Z,tropomi,la,train,595216234
S5P_RPRO_L2__NO2____20210129T194317_20210129T212448_17088_03_020400_20221106T094045.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/031/S5P_RPRO_L2__NO2____20210131T190523_20210131T204654_17116_03_020400_20221107T111718.nc,2021-01-29T20:04:52Z,2021-01-29T21:03:15Z,tropomi,la,train,598039155
S5P_RPRO_L2__NO2____20210128T200214_20210128T214345_17074_03_020400_20221106T094017.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/030/S5P_RPRO_L2__NO2____20210130T192420_20210130T210551_17102_03_020400_20221107T110910.nc,2021-01-28T20:23:48Z,2021-01-28T21:22:12Z,tropomi,la,train,595802466
S5P_RPRO_L2__NO2____20210127T202112_20210127T220242_17060_03_020400_20221107T110102.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/029/S5P_RPRO_L2__NO2____20210129T194317_20210129T212448_17088_03_020400_20221106T094045.nc,2021-01-27T20:42:46Z,2021-01-27T21:41:10Z,tropomi,la,train,598953049
S5P_RPRO_L2__NO2____20210126T204009_20210126T222139_17046_03_020400_20221107T110056.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/028/S5P_RPRO_L2__NO2____20210128T200214_20210128T214345_17074_03_020400_20221106T094017.nc,2021-01-26T21:01:43Z,2021-01-26T22:00:07Z,tropomi,la,train,597763184
S5P_RPRO_L2__NO2____20210126T185839_20210126T204009_17045_03_020400_20221107T110054.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/027/S5P_RPRO_L2__NO2____20210127T202112_20210127T220242_17060_03_020400_20221107T110102.nc,2021-01-26T19:20:13Z,2021-01-26T20:18:37Z,tropomi,la,train,597250341
S5P_RPRO_L2__NO2____20210125T191736_20210125T205906_17031_03_020400_20221107T103312.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/026/S5P_RPRO_L2__NO2____20210126T204009_20210126T222139_17046_03_020400_20221107T110056.nc,2021-01-25T19:39:10Z,2021-01-25T20:37:34Z,tropomi,la,train,599086613
S5P_RPRO_L2__NO2____20210124T193634_20210124T211804_17017_03_020400_20221106T092001.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/026/S5P_RPRO_L2__NO2____20210126T185839_20210126T204009_17045_03_020400_20221107T110054.nc,2021-01-24T19:58:08Z,2021-01-24T20:56:32Z,tropomi,la,train,598720521
S5P_RPRO_L2__NO2____20210123T195531_20210123T213701_17003_03_020400_20221106T090455.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/025/S5P_RPRO_L2__NO2____20210125T191736_20210125T205906_17031_03_020400_20221107T103312.nc,2021-01-23T20:17:06Z,2021-01-23T21:15:29Z,tropomi,la,train,599027540
S5P_RPRO_L2__NO2____20210122T201429_20210122T215559_16989_03_020400_20221106T090433.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/024/S5P_RPRO_L2__NO2____20210124T193634_20210124T211804_17017_03_020400_20221106T092001.nc,2021-01-22T20:36:04Z,2021-01-22T21:34:27Z,tropomi,la,train,599348819
S5P_RPRO_L2__NO2____20210121T203327_20210121T221457_16975_03_020400_20221107T103026.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/023/S5P_RPRO_L2__NO2____20210123T195531_20210123T213701_17003_03_020400_20221106T090455.nc,2021-01-21T20:55:01Z,2021-01-21T21:53:25Z,tropomi,la,train,596784070
S5P_RPRO_L2__NO2____20210121T185156_20210121T203327_16974_03_020400_20221107T103022.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/022/S5P_RPRO_L2__NO2____20210122T201429_20210122T215559_16989_03_020400_20221106T090433.nc,2021-01-21T19:13:31Z,2021-01-21T20:11:54Z,tropomi,la,train,596978327
S5P_RPRO_L2__NO2____20210120T205225_20210120T223355_16961_03_020400_20221106T083608.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/021/S5P_RPRO_L2__NO2____20210121T203327_20210121T221457_16975_03_020400_20221107T103026.nc,2021-01-20T21:13:59Z,2021-01-20T22:12:23Z,tropomi,la,train,597240647
S5P_RPRO_L2__NO2____20210120T191054_20210120T205225_16960_03_020400_20221106T083607.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/021/S5P_RPRO_L2__NO2____20210121T185156_20210121T203327_16974_03_020400_20221107T103022.nc,2021-01-20T19:32:28Z,2021-01-20T20:30:52Z,tropomi,la,train,599452937
S5P_RPRO_L2__NO2____20210119T192952_20210119T211123_16946_03_020400_20221106T083101.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/020/S5P_RPRO_L2__NO2____20210120T205225_20210120T223355_16961_03_020400_20221106T083608.nc,2021-01-19T19:51:27Z,2021-01-19T20:49:50Z,tropomi,la,train,599028139
S5P_RPRO_L2__NO2____20210118T194850_20210118T213021_16932_03_020400_20221106T082502.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/020/S5P_RPRO_L2__NO2____20210120T191054_20210120T205225_16960_03_020400_20221106T083607.nc,2021-01-18T20:10:25Z,2021-01-18T21:08:48Z,tropomi,la,train,595034998
S5P_RPRO_L2__NO2____20210117T200749_20210117T214919_16918_03_020400_20221106T080910.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/019/S5P_RPRO_L2__NO2____20210119T192952_20210119T211123_16946_03_020400_20221106T083101.nc,2021-01-17T20:29:23Z,2021-01-17T21:21:40Z,tropomi,la,train,567304051
S5P_RPRO_L2__NO2____20210116T202647_20210116T220817_16904_03_020400_20221106T080106.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/018/S5P_RPRO_L2__NO2____20210118T194850_20210118T213021_16932_03_020400_20221106T082502.nc,2021-01-16T20:48:21Z,2021-01-16T21:46:45Z,tropomi,la,train,592577249
S5P_RPRO_L2__NO2____20210116T184517_20210116T202647_16903_03_020400_20221106T080100.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/017/S5P_RPRO_L2__NO2____20210117T200749_20210117T214919_16918_03_020400_20221106T080910.nc,2021-01-16T19:06:51Z,2021-01-16T19:59:08Z,tropomi,la,train,571900881
S5P_RPRO_L2__NO2____20210115T204545_20210115T222716_16890_03_020400_20221106T074642.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/016/S5P_RPRO_L2__NO2____20210116T202647_20210116T220817_16904_03_020400_20221106T080106.nc,2021-01-15T21:07:19Z,2021-01-15T22:05:44Z,tropomi,la,train,591227261
S5P_RPRO_L2__NO2____20210115T190415_20210115T204545_16889_03_020400_20221106T074641.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/016/S5P_RPRO_L2__NO2____20210116T184517_20210116T202647_16903_03_020400_20221106T080100.nc,2021-01-15T19:25:50Z,2021-01-15T20:24:13Z,tropomi,la,train,598693549
